2089, Wed,30,Dec,2015, 22,31,47,52,55,59,23,  42659372,    0,   Arthur   ,  5 
2088, Sat,26,Dec,2015, 17,21,31,38,44,58,20,  39529852,    0,   Arthur   ,  7 
2087, Wed,23,Dec,2015, 01,02,04,19,28,41,32,  35410343,    0,   Arthur   ,  7 
2086, Sat,19,Dec,2015, 13,14,27,46,48,50,42,  32690115,    0,   Arthur   ,  5 
2085, Wed,16,Dec,2015, 10,12,35,46,48,57,14,  28573124,    0,  Guinevere ,  4 
2084, Sat,12,Dec,2015, 15,22,25,40,53,57,23,  26267667,    0,   Arthur   ,  2 
2083, Wed, 9,Dec,2015, 03,08,14,28,34,53,32,  22284273,    0,   Arthur   ,  1 
2082, Sat, 5,Dec,2015, 10,11,15,50,51,56,23,  20192107,    0,   Arthur   ,  3 
2081, Wed, 2,Dec,2015, 09,11,14,28,37,42,12,  15798380,    0,   Arthur   ,  3 
2080, Sat,28,Nov,2015, 07,12,20,24,34,52,18,  13323440,    0,   Arthur   ,  3 
2079, Wed,25,Nov,2015, 18,29,38,41,43,57,08,   9125517,    0,  Guinevere ,  4 
2078, Sat,21,Nov,2015, 02,08,10,11,32,47,18,   6915695,    0,  Guinevere ,  2 
2077, Wed,18,Nov,2015, 09,23,30,46,49,55,37,   2291890,    0,  Guinevere ,  1 
2076, Sat,14,Nov,2015, 02,23,39,54,55,57,11,   4337627,    1,  Guinevere ,  2 
2075, Wed,11,Nov,2015, 02,17,27,28,51,52,14,  15791929,    1,   Arthur   ,  4 
2074, Sat, 7,Nov,2015, 02,03,34,43,49,50,38,  13156375,    0,   Arthur   ,  1 
2073, Wed, 4,Nov,2015, 11,13,18,25,29,47,59,   8842605,    0,  Guinevere ,  3 
2072, Sat,31,Oct,2015, 26,39,41,42,55,59,16,   6677278,    0,   Arthur   ,  4 
2071, Wed,28,Oct,2015, 26,36,41,46,49,52,09,   2319221,    0,  Guinevere ,  2 
2070, Sat,24,Oct,2015, 29,31,43,55,58,59,11,   4307602,    1,   Arthur   ,  1 
2069, Wed,21,Oct,2015, 13,14,21,25,51,53,39,  14612465,    1,  Guinevere ,  3 
2068, Sat,17,Oct,2015, 08,30,37,40,46,50,36,  12110605,    0,   Arthur   ,  4 
2067, Wed,14,Oct,2015, 07,13,20,27,39,52,35,   7875986,    0,  Guinevere ,  2 
2066, Sat,10,Oct,2015, 02,03,16,32,53,54,08,   5279697,    0,  Guinevere ,  1 
